Li,status,p_tip_x,p_tip_y,p_tip_z,deltau0_x,deltau0_y,deltau0_z,z_error,fingerprint
100,0,-0.95018205643627041,-3.1302961339493809,99.934025131909536,-1.0667368165544702e-05,3.294021619409703e-06,-8.657298037153652e-14,-0.065974868090464156,"param_file=./catheterdata/CatheterParameterSet_1_dyn.txt;config_file=./catheterdata/CatheterSpatialConfiguration_1.txt;L_inserted=100;NUM_ACT_SET=1;no_segments=4;no_flex_seg=2;no_rigid_seg=1;gravity=[0,0,9.8100000000000005];ustar_0=[1.48626102272827e-05,9.4448815853795005e-05,0];mode=baseline;"
110,0,-1.1833698088723685,-3.8830551612156028,109.90660308076261,-1.4703013233244378e-05,4.5441734272043144e-06,-1.0016609053698173e-13,-0.09339691923739224,"param_file=./catheterdata/CatheterParameterSet_1_dyn.txt;config_file=./catheterdata/CatheterSpatialConfiguration_1.txt;L_inserted=110;NUM_ACT_SET=1;no_segments=4;no_flex_seg=2;no_rigid_seg=1;gravity=[0,0,9.8100000000000005];ustar_0=[1.48626102272827e-05,9.4448815853795005e-05,0];mode=baseline;"
120,0,-1.4359920250943128,-4.6985510765835263,119.87341625430493,-1.950121455713522e-05,6.0305479380997679e-06,-1.1355269709247085e-13,-0.12658374569507203,"param_file=./catheterdata/CatheterParameterSet_1_dyn.txt;config_file=./catheterdata/CatheterSpatialConfiguration_1.txt;L_inserted=120;NUM_ACT_SET=1;no_segments=4;no_flex_seg=2;no_rigid_seg=1;gravity=[0,0,9.8100000000000005];ustar_0=[1.48626102272827e-05,9.4448815853795005e-05,0];mode=baseline;"
130,0,-1.7070698753130213,-5.5736241019807569,129.83421571088445,-2.50936741507084e-05,7.7629657110288117e-06,-1.2666821453754344e-13,-0.16578428911554965,"param_file=./catheterdata/CatheterParameterSet_1_dyn.txt;config_file=./catheterdata/CatheterSpatialConfiguration_1.txt;L_inserted=130;NUM_ACT_SET=1;no_segments=4;no_flex_seg=2;no_rigid_seg=1;gravity=[0,0,9.8100000000000005];ustar_0=[1.48626102272827e-05,9.4448815853795005e-05,0];mode=baseline;"
140,0,-1.9954966850860492,-6.5047017607452959,139.78883723549094,-3.1505531381092073e-05,9.7492143446770353e-06,-1.3940133455675361e-13,-0.21116276450905502,"param_file=./catheterdata/CatheterParameterSet_1_dyn.txt;config_file=./catheterdata/CatheterSpatialConfiguration_1.txt;L_inserted=140;NUM_ACT_SET=1;no_segments=4;no_flex_seg=2;no_rigid_seg=1;gravity=[0,0,9.8100000000000005];ustar_0=[1.48626102272827e-05,9.4448815853795005e-05,0];mode=baseline;"
150,0,-2.3000426834842349,-7.4878142052424979,149.73720762415613,-3.8754812959510496e-05,1.199487809768108e-05,-1.5154628784480383e-13,-0.26279237584387261,"param_file=./catheterdata/CatheterParameterSet_1_dyn.txt;config_file=./catheterdata/CatheterSpatialConfiguration_1.txt;L_inserted=150;NUM_ACT_SET=1;no_segments=4;no_flex_seg=2;no_rigid_seg=1;gravity=[0,0,9.8100000000000005];ustar_0=[1.48626102272827e-05,9.4448815853795005e-05,0];mode=baseline;"
160,0,-2.6193626490061117,-8.5186188976170989,159.67934904918903,-4.685197852359586e-05,1.450319709476927e-05,-1.6479704242105559e-13,-0.32065095081097184,"param_file=./catheterdata/CatheterParameterSet_1_dyn.txt;config_file=./catheterdata/CatheterSpatialConfiguration_1.txt;L_inserted=160;NUM_ACT_SET=1;no_segments=4;no_flex_seg=2;no_rigid_seg=1;gravity=[0,0,9.8100000000000005];ustar_0=[1.48626102272827e-05,9.4448815853795005e-05,0];mode=baseline;"
170,0,-2.9520063827267089,-9.5924344212914612,169.61538119384485,-5.579958123165101e-05,1.7274962266619228e-05,-1.7683948368227846e-13,-0.38461880615514588,"param_file=./catheterdata/CatheterParameterSet_1_dyn.txt;config_file=./catheterdata/CatheterSpatialConfiguration_1.txt;L_inserted=170;NUM_ACT_SET=1;no_segments=4;no_flex_seg=2;no_rigid_seg=1;gravity=[0,0,9.8100000000000005];ustar_0=[1.48626102272827e-05,9.4448815853795005e-05,0];mode=baseline;"
180,0,-3.2964318399944061,-10.704282867995769,179.5455209304132,-6.5592059868267223e-05,2.0308450850765222e-05,-1.8852244920950138e-13,-0.45447906958679596,"param_file=./catheterdata/CatheterParameterSet_1_dyn.txt;config_file=./catheterdata/CatheterSpatialConfiguration_1.txt;L_inserted=180;NUM_ACT_SET=1;no_segments=4;no_flex_seg=2;no_rigid_seg=1;gravity=[0,0,9.8100000000000005];ustar_0=[1.48626102272827e-05,9.4448815853795005e-05,0];mode=baseline;"
190,0,-3.6510206443468234,-11.848939920265915,189.47007942020718,-7.621567473091719e-05,2.3599406587439297e-05,-1.9981767447521499e-13,-0.52992057979281526,"param_file=./catheterdata/CatheterParameterSet_1_dyn.txt;config_file=./catheterdata/CatheterSpatialConfiguration_1.txt;L_inserted=190;NUM_ACT_SET=1;no_segments=4;no_flex_seg=2;no_rigid_seg=1;gravity=[0,0,9.8100000000000005];ustar_0=[1.48626102272827e-05,9.4448815853795005e-05,0];mode=baseline;"
